class,score,종목명,종목코드,시장,현재가,today_return,이유,mode
B,4,한진칼,180640,KOSPI,110600,-1.25,20일 고점 95% 근접; 저점 상승 추세,initial
B,4,LG이노텍,011070,KOSPI,294500,0.17,20일 고점 95% 근접; 저점 상승 추세,initial
B,4,NH투자증권,005940,KOSPI,20700,-1.19,거래량 2배↑,initial
B,4,LG유플러스,032640,KOSPI,14940,-2.35,거래량 2배↑,initial
B,4,두산밥캣,241560,KOSPI,59500,-0.34,20일 고점 95% 근접; 저점 상승 추세,initial
B,4,GS,078930,KOSPI,56100,-1.58,거래량 2배↑,initial
B,4,한국가스공사,036460,KOSPI,41400,-0.72,20일 고점 95% 근접; 거래량 2배↑; 저점 상승 추세,initial
B,4,현대엘리베이터,017800,KOSPI,91200,-2.25,20일 고점 95% 근접; 저점 상승 추세,initial
B,4,한화엔진,082740,KOSPI,45150,-1.2,20일 고점 95% 근접; 거래량 2배↑; 저점 상승 추세,initial
B,4,서울보증보험,031210,KOSPI,50500,0.6,저점 상승 추세,initial
B,4,대한조선,439260,KOSPI,76300,1.19,20일 고점 95% 근접; 저점 상승 추세,initial
B,4,한화생명,088350,KOSPI,3015,0.0,거래량 2배↑; 저점 상승 추세,initial
C,3,한화에어로스페이스,012450,KOSPI,904000,-3.0,20일선 위; 거래량 증가,initial
C,3,삼성바이오로직스,207940,KOSPI,1669000,0.18,거래량 증가,initial
C,3,두산에너빌리티,034020,KOSPI,77300,-0.9,20일선 위; 거래량 증가,initial
C,3,기아,000270,KOSPI,122900,-1.36,20일선 위; 거래량 증가,initial
C,3,삼성생명,032830,KOSPI,153100,-2.23,20일선 위; 거래량 증가,initial
C,3,현대모비스,012330,KOSPI,360500,-2.57,20일선 위; 거래량 증가,initial
C,3,삼성전기,009150,KOSPI,269500,-0.92,20일선 위,initial
C,3,우리금융지주,316140,KOSPI,27500,-1.96,20일선 위; 거래량 증가,initial
C,3,SK,034730,KOSPI,261500,-2.97,20일선 위; 거래량 증가,initial
C,3,KT&G,033780,KOSPI,141600,-0.42,거래량 증가,initial
C,3,LS ELECTRIC,010120,KOSPI,497000,-2.74,20일선 위; 거래량 증가,initial
C,3,LG,003550,KOSPI,81700,-1.92,20일선 위; 거래량 증가,initial
C,3,삼성에스디에스,018260,KOSPI,174400,-0.29,20일선 위; 거래량 증가,initial
C,3,SK텔레콤,017670,KOSPI,53400,-0.74,거래량 증가,initial
C,3,레인보우로보틱스,277810,KOSDAQ,470000,-0.84,20일선 위,initial
C,3,HLB,028300,KOSDAQ,48300,-1.13,20일선 위; 거래량 증가,initial
C,3,두산로보틱스,454910,KOSPI,83500,-1.53,20일선 위; 거래량 증가,initial
C,3,BNK금융지주,138930,KOSPI,15140,-2.13,거래량 증가,initial
C,3,JB금융지주,175330,KOSPI,24350,-1.81,20일선 위; 거래량 증가,initial
C,3,영원무역,111770,KOSPI,89100,-0.34,20일선 위; 거래량 증가,initial
C,3,한올바이오파마,009420,KOSPI,51500,1.78,20일선 위; 거래량 증가,initial
C,2,SK하이닉스,000660,KOSPI,565000,-3.09,20일선 위,initial
C,2,현대차,005380,KOSPI,295500,-2.8,20일선 위; 거래량 증가,initial
C,2,SK스퀘어,402340,KOSPI,307500,-5.09,20일선 위,initial
C,2,삼성SDI,006400,KOSPI,308000,-4.05,20일선 위,initial
C,2,메리츠금융지주,138040,KOSPI,108500,-0.91,거래량 증가,initial
C,2,삼성중공업,010140,KOSPI,25800,-3.01,20일선 위,initial
C,2,SK이노베이션,096770,KOSPI,112300,-4.59,거래량 증가,initial
C,2,LG전자,066570,KOSPI,94700,-1.25,20일선 위; 거래량 증가,initial
C,2,두산,000150,KOSPI,848000,-4.5,거래량 증가,initial
C,2,이수페타시스,007660,KOSPI,148200,0.0,20일선 위; 거래량 증가,initial
C,2,에이비엘바이오,298380,KOSDAQ,196300,-3.06,20일선 위,initial
C,2,한국항공우주,047810,KOSPI,109600,-0.09,20일선 위; 거래량 증가,initial
C,2,카카오뱅크,323410,KOSPI,21450,-0.92,거래량 증가,initial
C,2,에이피알,278470,KOSPI,253500,-0.59,20일선 위,initial
C,2,한화시스템,272210,KOSPI,48050,0.42,다중 조건 충족,initial
C,2,SK바이오팜,326030,KOSPI,135700,-1.24,20일선 위; 거래량 증가,initial
C,2,LIG넥스원,079550,KOSPI,372500,-3.5,거래량 증가,initial
C,2,키움증권,039490,KOSPI,277500,-2.46,거래량 증가,initial
C,2,현대차2우B,005387,KOSPI,204500,-2.62,20일선 위; 거래량 증가,initial
C,2,코오롱티슈진,950160,KOSDAQ,81500,-2.98,20일선 위,initial
C,2,LS,006260,KOSPI,183400,-1.98,거래량 증가,initial
C,2,삼천당제약,000250,KOSDAQ,237000,-0.84,20일선 위,initial
C,2,CJ,001040,KOSPI,182200,0.0,20일선 위; 거래량 증가,initial
C,2,SKC,011790,KOSPI,113400,-2.07,20일선 위; 거래량 증가,initial
C,2,포스코DX,022100,KOSPI,27250,-2.15,20일선 위,initial
C,2,대한전선,001440,KOSPI,22300,-1.11,거래량 증가,initial
C,2,에코프로머티,450080,KOSPI,61800,-4.63,20일선 위,initial
C,2,현대차우,005385,KOSPI,202500,-1.94,20일선 위; 거래량 증가,initial
C,2,현대제철,004020,KOSPI,30550,-2.24,거래량 증가,initial
C,2,SK바이오사이언스,302440,KOSPI,52600,-1.13,거래량 증가,initial
C,2,디앤디파마텍,347850,KOSDAQ,88300,0.11,거래량 증가,initial
C,2,강원랜드,035250,KOSPI,17750,-0.56,거래량 증가,initial
C,2,풍산,103140,KOSPI,101300,-3.25,20일선 위,initial
C,2,롯데지주,004990,KOSPI,27650,-0.9,거래량 증가,initial
C,2,F&F,383220,KOSPI,72500,-0.28,거래량 증가,initial
